"year","site","collector","species","sex","size","weight","comment"
2014,"Nine Mile Creek",951,"Tautogolabrus adspersus","",90,7.47,""
2014,"Nine Mile Creek",951,"Tautogolabrus adspersus","",90,6.36,""
2014,"Nine Mile Creek",951,"Tautogolabrus adspersus","",70,3.83,""
2014,"Nine Mile Creek",951,"Tautogolabrus adspersus","",90,8.01,""
2014,"Nine Mile Creek",951,"Tautogolabrus adspersus","",NA,NA,"part of fish missing"
2014,"Nine Mile Creek",951,"Pholis gunnellus","",150,12.34,""
2014,"Nine Mile Creek",951,"Pholis gunnellus","",150,12.5,""
2014,"Nine Mile Creek",951,"Pholis gunnellus","",130,7.9,""
2014,"Nine Mile Creek",951,"Pholis gunnellus","",130,7.53,""
2014,"Nine Mile Creek",951,"Ulvaria subbifurcata","",120,15.46,""
2014,"Nine Mile Creek",951,"Myoxocephalus aenaeus","",80,5.43,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",80,6.33,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",80,5.97,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",70,3.32,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",70,3.98,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",70,3.22,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",70,3.71,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",70,3.01,""
2014,"Nine Mile Creek",952,"Tautogolabrus adspersus","",110,16.96,""
2014,"Nine Mile Creek",952,"Pholis gunnellus","",130,9.87,""
2014,"Nine Mile Creek",952,"Pholis gunnellus","",150,14.1,""
2014,"Nine Mile Creek",952,"Cancer irroratus","F",42,NA,""
2014,"Nine Mile Creek",952,"Cancer irroratus","F",26,NA,""
2014,"Nine Mile Creek",953,"Pholis gunnellus","",140,9.17,""
2014,"Nine Mile Creek",953,"Ulvaria subbifurcata","",110,13.59,""
2014,"Nine Mile Creek",953,"Dyspanopeus sayi","M",17,NA,""
2014,"Nine Mile Creek",954,"Tautogolabrus adspersus","",60,2.57,""
2014,"Nine Mile Creek",954,"Tautogolabrus adspersus","",80,5.7,""
2014,"Nine Mile Creek",954,"Pholis gunnellus","",110,4.84,""
2014,"Nine Mile Creek",954,"Pholis gunnellus","",130,8.61,""
2014,"Nine Mile Creek",954,"Pholis gunnellus","",140,12.08,""
2014,"Nine Mile Creek",954,"Pholis gunnellus","",140,12.34,""
2014,"Nine Mile Creek",954,"Ulvaria subbifurcata","",110,10.03,""
2014,"Nine Mile Creek",954,"Cancer irroratus","F",12,NA,""
2014,"Nine Mile Creek",955,"Tautogolabrus adspersus","",80,6.86,""
2014,"Nine Mile Creek",955,"Tautogolabrus adspersus","",70,3.58,""
2014,"Nine Mile Creek",955,"Tautogolabrus adspersus","",70,4.26,""
2014,"Nine Mile Creek",955,"Tautogolabrus adspersus","",80,6.98,""
2014,"Nine Mile Creek",955,"Tautogolabrus adspersus","",100,10.85,""
2014,"Nine Mile Creek",955,"Pholis gunnellus","",150,13.45,""
2014,"Nine Mile Creek",955,"Pholis gunnellus","",130,7.42,""
2014,"Nine Mile Creek",955,"Pholis gunnellus","",140,9.79,""
2014,"Nine Mile Creek",955,"Pholis gunnellus","",130,8.7,""
2014,"Nine Mile Creek",955,"Myoxocephalus aenaeus","",120,18.87,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",150,13.69,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",140,9.96,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",110,4.79,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",160,16.97,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",140,10.81,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",120,5.97,""
2014,"Nine Mile Creek",965,"Pholis gunnellus","",80,1.09,""
2014,"Nine Mile Creek",965,"Tautogolabrus adspersus","",70,3.2,""
2014,"Nine Mile Creek",965,"Tautogolabrus adspersus","",60,2.4,""
2014,"Nine Mile Creek",965,"Tautogolabrus adspersus","",80,4.99,""
2014,"Nine Mile Creek",965,"Cancer irroratus","F",51,NA,""
2014,"Nine Mile Creek",965,"Dyspanopeus sayi","F",16,NA,""
2014,"Nine Mile Creek",932,"Homarus americanus","",5.5,NA,""
2014,"Covehead",1080,"Homarus americanus","M",17.6,NA,""
2014,"Covehead",1080,"Homarus americanus","",9.3,NA,""
2014,"Covehead",1080,"Homarus americanus","",9.7,NA,""
2014,"Covehead",1080,"Homarus americanus","",9.3,NA,""
2014,"Covehead",1070,"Homarus americanus","M",29.7,NA,""
2014,"Covehead",1070,"Homarus americanus","F",21.9,NA,""
2014,"Covehead",1070,"Homarus americanus","M",21.6,NA,""
2014,"Covehead",1070,"Homarus americanus","F",10.1,NA,""
2014,"Covehead",1070,"Homarus americanus","M",10.5,NA,""
2014,"Covehead",1079,"Homarus americanus","",10.2,NA,""
2014,"Covehead",1079,"Homarus americanus","M",15.9,NA,""
2014,"Covehead",1079,"Homarus americanus","F",20.2,NA,""
2014,"Covehead",1079,"Homarus americanus","",9.6,NA,""
2014,"Covehead",1079,"Homarus americanus","F",37.7,NA,""
2014,"Covehead",1079,"Homarus americanus","",7.8,NA,""
2014,"Covehead",1079,"Homarus americanus","",9.7,NA,""
2014,"Covehead",1069,"Homarus americanus","F",31.6,NA,""
2014,"Covehead",1069,"Homarus americanus","F",17.8,NA,""
2014,"Covehead",1076,"Homarus americanus","",7.3,NA,""
2014,"Covehead",1076,"Homarus americanus","F",29.3,NA,""
2014,"Covehead",1076,"Homarus americanus","F",19.3,NA,""
2014,"Covehead",1076,"Homarus americanus","",8.3,NA,""
2014,"Covehead",1075,"Homarus americanus","M",49.8,NA,""
2014,"Covehead",1075,"Homarus americanus","F",24.7,NA,""
2014,"Covehead",1075,"Homarus americanus","",10.3,NA,""
2014,"Covehead",1075,"Homarus americanus","F",17.7,NA,""
2014,"Covehead",1075,"Homarus americanus","F",36.3,NA,""
2014,"Covehead",1074,"Homarus americanus","M",20.9,NA,""
2014,"Covehead",1074,"Homarus americanus","F",38.7,NA,"soft shell"
2014,"Covehead",1074,"Homarus americanus","M",26.2,NA,""
2014,"Covehead",1074,"Homarus americanus","",8.7,NA,""
2014,"Covehead",1073,"Homarus americanus","F",19.1,NA,""
2014,"Covehead",1078,"Homarus americanus","M",32.4,NA,""
2014,"Covehead",1078,"Homarus americanus","M",17,NA,""
2014,"Covehead",1078,"Homarus americanus","M",18.3,NA,""
2014,"Covehead",1078,"Homarus americanus","",8.4,NA,""
2014,"Covehead",1068,"Homarus americanus","F",32.4,NA,""
2014,"Covehead",1068,"Homarus americanus","F",15.4,NA,""
2014,"Covehead",1068,"Homarus americanus","M",17.8,NA,""
2014,"Covehead",1077,"Homarus americanus","F",19.3,NA,""
2014,"Covehead",1077,"Homarus americanus","M",24.7,NA,""
2014,"Covehead",1077,"Homarus americanus","F",25.5,NA,""
2014,"Covehead",1077,"Homarus americanus","",9.4,NA,""
2014,"Covehead",1067,"Homarus americanus","M",26.6,NA,""
2014,"Covehead",1067,"Homarus americanus","M",41.9,NA,""
2014,"Covehead",1067,"Homarus americanus","M",24.1,NA,""
2014,"Covehead",1067,"Homarus americanus","",9,NA,""
2014,"Covehead",1067,"Homarus americanus","",9.4,NA,""
2014,"Covehead",1067,"Homarus americanus","",9.2,NA,""
2014,"Covehead",992,"Homarus americanus","",9,NA,""
2014,"Covehead",992,"Homarus americanus","F",17.3,NA,""
2014,"Covehead",992,"Homarus americanus","F",23.3,NA,""
2014,"Covehead",992,"Homarus americanus","M",32,NA,""
2014,"Covehead",992,"Homarus americanus","F",17.3,NA,""
2014,"Covehead",996,"Homarus americanus","F",26.8,NA,""
2014,"Covehead",996,"Homarus americanus","F",20.8,NA,""
2014,"Covehead",997,"Homarus americanus","",7.7,NA,""
2014,"Covehead",997,"Homarus americanus","F",35.8,NA,""
2014,"Covehead",997,"Homarus americanus","F",28.5,NA,""
2014,"Covehead",993,"Homarus americanus","M",11.3,NA,""
2014,"Covehead",993,"Homarus americanus","M",7.5,NA,""
2014,"Covehead",993,"Homarus americanus","F",21.6,NA,""
2014,"Covehead",1072,"Homarus americanus","F",20.65,NA,""
2014,"Covehead",1072,"Homarus americanus","F",10.3,NA,""
2014,"Covehead",1072,"Homarus americanus","M",32.7,NA,""
2014,"Covehead",1072,"Homarus americanus","",6.7,NA,""
2014,"Covehead",1072,"Homarus americanus","",9.8,NA,""
2014,"Covehead",1071,"Homarus americanus","F",20.9,NA,""
2014,"Covehead",1071,"Homarus americanus","F",16.5,NA,""
2014,"Covehead",1071,"Homarus americanus","",9.2,NA,""
2014,"Covehead",1071,"Homarus americanus","",9.6,NA,""
2014,"Covehead",986,"Homarus americanus","F",18.3,NA,""
2014,"Covehead",986,"Homarus americanus","M",34.2,NA,""
2014,"Covehead",986,"Homarus americanus","F",24,NA,""
2014,"Covehead",986,"Homarus americanus","M",21.4,NA,""
2014,"Covehead",991,"Homarus americanus","F",26.8,NA,""
2014,"Covehead",991,"Homarus americanus","M",17.1,NA,""
2014,"Covehead",991,"Homarus americanus","M",16.6,NA,""
2014,"Covehead",991,"Homarus americanus","M",15.6,NA,""
2014,"Covehead",991,"Homarus americanus","",9.1,NA,""
2014,"Covehead",991,"Homarus americanus","",9.2,NA,""
2014,"Covehead",991,"Homarus americanus","",5.9,NA,""
2014,"Covehead",994,"Homarus americanus","",9.4,NA,""
2014,"Covehead",994,"Homarus americanus","",9,NA,""
2014,"Covehead",994,"Homarus americanus","M",16.3,NA,""
2014,"Covehead",994,"Homarus americanus","M",16.3,NA,""
2014,"Covehead",994,"Homarus americanus","M",21.4,NA,""
2014,"Covehead",994,"Homarus americanus","F",35.3,NA,""
2014,"Covehead",995,"Homarus americanus","",9.2,NA,""
2014,"Covehead",995,"Homarus americanus","",9.9,NA,""
2014,"Covehead",995,"Homarus americanus","M",16.6,NA,""
2014,"Covehead",995,"Homarus americanus","M",19.8,NA,""
2014,"Covehead",995,"Homarus americanus","M",23.4,NA,""
2014,"Covehead",995,"Homarus americanus","M",33.5,NA,"molting stage"
2014,"Covehead",999,"Homarus americanus","M",15.4,NA,""
2014,"Covehead",999,"Homarus americanus","M",28.5,NA,""
2014,"Covehead",999,"Homarus americanus","F",28.4,NA,""
2014,"Covehead",1000,"Homarus americanus","M",15.1,NA,""
2014,"Covehead",990,"Homarus americanus","",8.8,NA,""
2014,"Covehead",990,"Homarus americanus","M",21.1,NA,""
2014,"Covehead",990,"Homarus americanus","M",35.1,NA,""
2014,"Covehead",990,"Homarus americanus","",8.7,NA,""
2014,"Covehead",990,"Homarus americanus","",10.2,NA,""
2014,"Covehead",989,"Homarus americanus","M",15.5,NA,""
2014,"Covehead",988,"Homarus americanus","",8.7,NA,""
2014,"Covehead",988,"Homarus americanus","F",23.8,NA,""
2014,"Covehead",988,"Homarus americanus","F",29.2,NA,""
2014,"Covehead",987,"Homarus americanus","",10.8,NA,""
2014,"Covehead",987,"Homarus americanus","F",18.3,NA,""
2014,"Covehead",987,"Homarus americanus","M",23.9,NA,""
2014,"Covehead",987,"Homarus americanus","M",39.7,NA,""
2014,"Covehead",987,"Homarus americanus","",8.7,NA,""
2014,"Covehead",987,"Homarus americanus","",8.8,NA,""
2014,"Covehead",987,"Homarus americanus","",9,NA,""
2014,"Fortune",1028,"Homarus americanus","F",17.1,NA,""
2014,"Fortune",1028,"Homarus americanus","M",15.9,NA,""
2014,"Fortune",1028,"Homarus americanus","",7.4,NA,""
2014,"Fortune",1028,"Homarus americanus","M",28.1,NA,""
2014,"Fortune",1003,"Homarus americanus","F",16.2,NA,"soft shell / exuvia (15.1mm)"
2014,"Fortune",1003,"Homarus americanus","F",22.1,NA,""
2014,"Fortune",1003,"Homarus americanus","F",9.6,NA,""
2014,"Fortune",1003,"Ulvaria subbifurcata","",110,9.2,""
2014,"Fortune",1002,"Homarus americanus","F",15.1,NA,""
2014,"Fortune",1002,"Homarus americanus","M",35.1,NA,""
2014,"Fortune",1002,"Homarus americanus","F",23.8,NA,""
2014,"Fortune",1002,"Homarus americanus","M",14,NA,""
2014,"Fortune",1001,"Homarus americanus","F",31.2,NA,""
2014,"Fortune",1001,"Homarus americanus","F",14.1,NA,""
2014,"Fortune",1001,"Homarus americanus","F",17.1,NA,""
2014,"Fortune",1026,"Homarus americanus","M",39.6,NA,""
2014,"Fortune",1026,"Homarus americanus","F",13.5,NA,""
2014,"Fortune",1026,"Homarus americanus","F",12,NA,""
2014,"Fortune",1026,"Homarus americanus","F",15.3,NA,""
2014,"Fortune",1000,"Homarus americanus","F",19.3,NA,""
2014,"Fortune",1000,"Homarus americanus","F",15.5,NA,""
2014,"Fortune",1015,"Homarus americanus","M",41.2,NA,""
2014,"Fortune",1015,"Homarus americanus","M",17.9,NA,""
2014,"Fortune",1015,"Homarus americanus","M",27.5,NA,""
2014,"Fortune",1009,"Homarus americanus","M",16.4,NA,""
2014,"Fortune",1009,"Homarus americanus","M",23.8,NA,""
2014,"Fortune",1009,"Homarus americanus","M",9.5,NA,""
2014,"Fortune",1020,"Homarus americanus","M",17.9,NA,""
2014,"Fortune",1020,"Homarus americanus","M",27.4,NA,""
2014,"Fortune",1020,"Homarus americanus","F",15,NA,""
2014,"Fortune",1020,"Homarus americanus","F",19.7,NA,""
2014,"Fortune",1020,"Homarus americanus","",6.6,NA,""
2014,"Fortune",1005,"Homarus americanus","M",49.6,NA,"soft shell"
2014,"Fortune",1005,"Homarus americanus","F",19.6,NA,""
2014,"Fortune",1005,"Homarus americanus","M",15.9,NA,""
2014,"Fortune",1005,"Homarus americanus","F",26.2,NA,""
2014,"Fortune",1005,"Homarus americanus","M",27.1,NA,""
2014,"Fortune",1005,"Homarus americanus","M",16.4,NA,""
2014,"Fortune",1008,"Homarus americanus","F",40,NA,"molting stage; split shell"
2014,"Fortune",1008,"Homarus americanus","M",26.4,NA,""
2014,"Fortune",1008,"Homarus americanus","M",16.5,NA,""
2014,"Fortune",1008,"Homarus americanus","F",13.3,NA,""
2014,"Fortune",1011,"Homarus americanus","F",37.8,NA,""
2014,"Fortune",1011,"Homarus americanus","F",18.3,NA,""
2014,"Fortune",1018,"Homarus americanus","F",12.1,NA,""
2014,"Fortune",1018,"Homarus americanus","F",12.4,NA,""
2014,"Fortune",1024,"Homarus americanus","M",31.7,NA,""
2014,"Fortune",1024,"Homarus americanus","F",14.3,NA,""
2014,"Fortune",1024,"Homarus americanus","F",17.4,NA,""
2014,"Fortune",1024,"Homarus americanus","",10.6,NA,""
2014,"Fortune",1024,"Homarus americanus","",8.9,NA,""
2014,"Fortune",1019,"Homarus americanus","M",28.1,NA,""
2014,"Fortune",1019,"Homarus americanus","F",16.2,NA,""
2014,"Fortune",1017,"Homarus americanus","M",20,NA,""
2014,"Fortune",1017,"Homarus americanus","M",38.3,NA,""
2014,"Fortune",1017,"Homarus americanus","M",18.1,NA,""
2014,"Fortune",1017,"Homarus americanus","M",14.5,NA,""
2014,"Fortune",1025,"Homarus americanus","F",29.7,NA,""
2014,"Fortune",1025,"Homarus americanus","",18,NA,"lobster crushed; approx. measurement"
2014,"Fortune",1007,"Homarus americanus","M",17.9,NA,""
2014,"Fortune",1007,"Homarus americanus","F",29.1,NA,""
2014,"Fortune",1007,"Homarus americanus","F",15.7,NA,""
2014,"Fortune",1007,"Homarus americanus","",8.9,NA,""
2014,"Fortune",1006,"Homarus americanus","F",44.5,NA,""
2014,"Fortune",1006,"Homarus americanus","F",13.2,NA,""
2014,"Fortune",1006,"Homarus americanus","M",26.6,NA,""
2014,"Fortune",1006,"Homarus americanus","M",17.4,NA,""
2014,"Fortune",1006,"Homarus americanus","",8.8,NA,""
2014,"Fortune",1013,"Homarus americanus","M",22.6,NA,""
2014,"Fortune",1013,"Homarus americanus","M",18.4,NA,""
2014,"Fortune",1013,"Homarus americanus","",8.8,NA,""
2014,"Fortune",1010,"Homarus americanus","F",22.5,NA,""
2014,"Fortune",1010,"Homarus americanus","F",15.1,NA,""
2014,"Fortune",1014,"Homarus americanus","F",18.1,NA,""
2014,"Fortune",1014,"Homarus americanus","F",23.4,NA,""
2014,"Fortune",1012,"Homarus americanus","M",40.3,NA,""
2014,"Fortune",1012,"Homarus americanus","F",25.8,NA,""
2014,"Fortune",1012,"Homarus americanus","F",14.3,NA,""
2014,"Fortune",1012,"Homarus americanus","M",16.8,NA,""
2014,"Fortune",1004,"Homarus americanus","M",22.8,NA,"exuvia (21.8 mm)"
2014,"Fortune",1004,"Homarus americanus","F",24.2,NA,""
2014,"Fortune",1004,"Ulvaria subbifurcata","",60,0.89,""
2014,"Fortune",1016,"Homarus americanus","F",16.4,NA,""
2014,"Fortune",1016,"Homarus americanus","",9.1,NA,""
2014,"Fortune",1016,"Homarus americanus","M",11.5,NA,""
2014,"Fortune",1027,"Homarus americanus","",8.8,NA,""
2014,"Fortune",1027,"Homarus americanus","",8.6,NA,""
2014,"Fortune",1027,"Homarus americanus","F",18.5,NA,""
2014,"Fortune",1027,"Homarus americanus","M",13.9,NA,""
2014,"Fortune",1027,"Homarus americanus","F",24.5,NA,""
2014,"Fortune",1021,"Homarus americanus","",8.5,NA,""
2014,"Fortune",1021,"Homarus americanus","M",23.4,NA,""
2014,"Fortune",1021,"Homarus americanus","F",13.2,NA,""
2014,"Fortune",1021,"Homarus americanus","M",24.6,NA,""
2014,"Fortune",1021,"Homarus americanus","F",16.1,NA,""
2014,"Fortune",1023,"Homarus americanus","M",16.8,NA,""
2014,"Fortune",1023,"Homarus americanus","M",27.7,NA,""
2014,"Fortune",1022,"Homarus americanus","M",19.9,NA,""
2014,"Fortune",1022,"Homarus americanus","",9.8,NA,""
2014,"Fortune",1022,"Homarus americanus","M",33.4,NA,""
2009,"Fortune",658,"Homarus americanus","F",31,NA,""
2009,"Fortune",657,"Tautogolabrus adspersus","",70,3.4,""
2009,"Fortune",646,"Cancer irroratus","M",10,NA,""
2014,"Covehead",1068,"Pholis gunnellus","",80,1.27,""
2014,"Covehead",1068,"Cancer irroratus","M",22,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",16,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",15,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",15,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",15,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",12,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1068,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1068,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",24,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",21,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",20,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",21,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",19,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",16,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",15,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",15,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",13,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",11,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",11,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",10,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","",5,NA,""
2014,"Covehead",1074,"Cancer irroratus","",5,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","",5,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","",5,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1074,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Ulvaria subbifurcata","",80,3.7,""
2014,"Covehead",1078,"Cancer irroratus","F",20,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",17,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",18,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",18,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",16,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",15,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",14,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",12,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",12,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",12,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",11,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",12,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",10,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",11,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",10,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",10,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",8,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1078,"Cancer irroratus","",4,NA,""
2014,"Covehead",1078,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Cancer irroratus","",5,NA,""
2014,"Covehead",1078,"Cancer irroratus","",NA,NA,"broken"
2014,"Covehead",1078,"Cancer irroratus","",NA,NA,"broken"
2014,"Covehead",1078,"Cancer irroratus","",NA,NA,"broken"
2014,"Covehead",1080,"Pholis gunnellus","",70,0.86,""
2014,"Covehead",1080,"Cancer irroratus","F",31,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",22,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",21,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",16,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",14,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",13,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",12,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,"soft"
2014,"Covehead",1080,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",9,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",6,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",6,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",7,NA,""
2014,"Covehead",1080,"Cancer irroratus","F",7,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",8,NA,""
2014,"Covehead",1080,"Cancer irroratus","M",9,NA,""
