Year,Site,collector ID,nYOY,nWI
2012,Arisaig,1009,NA,NA
2012,Arisaig,1010,NA,NA
2012,Arisaig,1011,NA,NA
2012,Arisaig,1012,NA,NA
2012,Arisaig,1013,NA,NA
2012,Arisaig,1014,NA,NA
2012,Arisaig,1015,NA,NA
2012,Arisaig,1016,NA,NA
2012,Arisaig,1017,NA,NA
2012,Arisaig,1018,NA,NA
2012,Arisaig,1019,NA,NA
2012,Arisaig,1020,NA,NA
2012,Arisaig,1301,NA,NA
2012,Arisaig,1302,1,NA
2012,Arisaig,1303,NA,NA
2012,Arisaig,1304,NA,NA
2012,Arisaig,1305,NA,NA
2012,Arisaig,1306,NA,NA
2012,Arisaig,1307,NA,NA
2012,Arisaig,1308,NA,NA
2012,Arisaig,1309,NA,NA
2012,Arisaig,1310,NA,NA
2012,Covehead,1051,2,1
2012,Covehead,1052,NA,2
2012,Covehead,1053,NA,1
2012,Covehead,1054,NA,3
2012,Covehead,1055,1,2
2012,Covehead,1056,NA,2
2012,Covehead,1057,NA,2
2012,Covehead,1058,NA,NA
2012,Covehead,1059,NA,2
2012,Covehead,1060,2,2
2012,Covehead,1061,1,2
2012,Covehead,1062,1,3
2012,Covehead,1063,1,NA
2012,Covehead,1064,1,4
2012,Covehead,1065,1,4
2012,Covehead,1066,1,NA
2012,Covehead,1067,1,1
2012,Covehead,1068,NA,1
2012,Covehead,1069,NA,NA
2012,Covehead,1070,NA,1
2012,Covehead,1071,1,2
2012,Covehead,1072,1,NA
2012,Covehead,1073,NA,NA
2012,Covehead,1074,NA,2
2012,Covehead,1075,NA,1
2012,Covehead,1076,NA,2
2012,Covehead,1078,1,2
2012,Covehead,1079,1,2
2012,Covehead,1080,1,1
2012,Fortune,1141,1,2
2012,Fortune,1142,3,1
2012,Fortune,1143,NA,2
2012,Fortune,1144,1,1
2012,Fortune,1145,3,1
2012,Fortune,1146,NA,1
2012,Fortune,1148,1,1
2012,Fortune,1149,NA,1
2012,Fortune,1150,NA,NA
2012,Fortune,1151,1,1
2012,Fortune,1152,1,3
2012,Fortune,1153,1,2
2012,Fortune,1154,1,1
2012,Fortune,1155,NA,1
2012,Fortune,1156,1,2
2012,Fortune,1157,NA,1
2012,Fortune,1158,1,NA
2012,Fortune,1159,2,2
2012,Fortune,1160,2,1
2012,Fortune,1161,2,2
2012,Fortune,1162,1,1
2012,Fortune,1163,2,1
2012,Fortune,1164,1,2
2012,Fortune,1165,1,1
2012,Fortune,1166,NA,1
2012,Fortune,1167,1,1
2012,Fortune,1168,NA,1
2012,Fortune,1169,3,1
2012,Fortune,1170,2,2
2012,Murray Harbour,1113,NA,NA
2012,Murray Harbour,1114,1,NA
2012,Murray Harbour,1115,NA,NA
2012,Murray Harbour,1120,1,1
2012,Murray Harbour,1123,NA,1
2012,Murray Harbour,1125,NA,1
2012,Murray Harbour,1131,1,1
2012,Murray Harbour,1133,1,1
2012,Murray Harbour,1134,NA,1
2012,Murray Harbour,1135,NA,2
2012,Murray Harbour,1140,NA,NA
2012,Nine Mile Creek,1021,NA,NA
2012,Nine Mile Creek,1022,NA,NA
2012,Nine Mile Creek,1023,NA,NA
2012,Nine Mile Creek,1024,NA,NA
2012,Nine Mile Creek,1025,NA,NA
2012,Nine Mile Creek,1026,NA,NA
2012,Nine Mile Creek,1027,NA,NA
2012,Nine Mile Creek,1028,NA,NA
2012,Nine Mile Creek,1029,NA,NA
2012,Nine Mile Creek,1031,NA,NA
2012,Nine Mile Creek,1032,NA,NA
2012,Nine Mile Creek,1033,NA,NA
2012,Nine Mile Creek,1034,NA,NA
2012,Nine Mile Creek,1035,NA,NA
2012,Nine Mile Creek,1036,NA,NA
2012,Nine Mile Creek,1037,NA,NA
2012,Nine Mile Creek,1038,NA,NA
2012,Nine Mile Creek,1039,NA,NA
2012,Nine Mile Creek,1040,NA,NA
2012,Nine Mile Creek,1041,NA,NA
2012,Nine Mile Creek,1042,NA,NA
2012,Nine Mile Creek,1043,NA,NA
2012,Nine Mile Creek,1044,NA,NA
2012,Nine Mile Creek,1045,NA,NA
2012,Nine Mile Creek,1046,NA,NA
2012,Nine Mile Creek,1047,NA,NA
2012,Nine Mile Creek,1048,NA,NA
2012,Nine Mile Creek,1049,NA,NA
2012,Nine Mile Creek,1050,NA,NA
2012,Skinner's Pond,1081,NA,1
2012,Skinner's Pond,1082,NA,2
2012,Skinner's Pond,1083,NA,NA
2012,Skinner's Pond,1085,NA,1
2012,Skinner's Pond,1086,NA,NA
2012,Skinner's Pond,1088,NA,2
2012,Skinner's Pond,1089,1,1
2012,Skinner's Pond,1090,NA,1
2012,Skinner's Pond,1091,1,1
2012,Skinner's Pond,1092,1,1
2012,Skinner's Pond,1093,NA,1
2012,Skinner's Pond,1094,NA,1
2012,Skinner's Pond,1095,1,1
2012,Skinner's Pond,1096,NA,NA
2012,Skinner's Pond,1097,NA,NA
2012,Skinner's Pond,1098,NA,1
2012,Skinner's Pond,1099,2,1
2012,Skinner's Pond,1100,NA,NA
2012,Skinner's Pond,1101,NA,1
2012,Skinner's Pond,1102,NA,2
2012,Skinner's Pond,1103,NA,1
2012,Skinner's Pond,1104,NA,NA
2012,Skinner's Pond,1105,NA,1
2012,Skinner's Pond,1106,NA,1
2012,Skinner's Pond,1107,1,NA
2012,Skinner's Pond,1108,2,3
2012,Skinner's Pond,1109,NA,1
2012,Skinner's Pond,1110,1,NA
2013,Alberton,991,3,2
2013,Alberton,992,3,2
2013,Alberton,993,1,4
2013,Alberton,994,NA,2
2013,Alberton,995,1,2
2013,Alberton,996,3,3
2013,Alberton,997,4,4
2013,Alberton,998,5,5
2013,Alberton,1000,2,4
2013,Alberton,1069,5,6
2013,Alberton,1071,3,5
2013,Alberton,1072,3,5
2013,Alberton,1073,3,8
2013,Alberton,1074,3,3
2013,Alberton,1075,4,3
2013,Alberton,1076,3,2
2013,Alberton,1077,4,4
2013,Alberton,1078,6,3
2013,Alberton,1079,4,3
2013,Alberton,1080,2,3
2013,Alberton,1082,1,2
2013,Alberton,1083,3,4
2013,Alberton,1084,3,3
2013,Alberton,1085,4,2
2013,Arisaig,0,2,NA
2013,Arisaig,1,NA,NA
2013,Arisaig,1086,NA,NA
2013,Arisaig,1087,NA,NA
2013,Arisaig,1088,NA,1
2013,Arisaig,1089,NA,1
2013,Arisaig,1090,NA,NA
2013,Arisaig,1091,3,NA
2013,Arisaig,1092,1,NA
2013,Arisaig,1093,NA,1
2013,Arisaig,1094,2,NA
2013,Arisaig,1095,1,2
2013,Arisaig,1096,1,NA
2013,Arisaig,1097,1,NA
2013,Arisaig,1098,1,NA
2013,Arisaig,1099,NA,NA
2013,Arisaig,1100,1,NA
2013,Arisaig,1101,NA,NA
2013,Arisaig,1102,1,2
2013,Arisaig,1103,NA,1
2013,Arisaig,1104,1,1
2013,Arisaig,1105,NA,NA
2013,Arisaig,1106,NA,NA
2013,Arisaig,1107,NA,NA
2013,Arisaig,1108,2,1
2013,Arisaig,1109,1,NA
2013,Arisaig,1110,1,NA
2013,Arisaig,1111,NA,1
2013,Arisaig,1112,NA,NA
2013,Arisaig,1113,NA,NA
2013,Arisaig,1114,3,1
2013,Arisaig,1115,NA,NA
2013,Covehead,901,NA,2
2013,Covehead,902,2,NA
2013,Covehead,903,1,2
2013,Covehead,904,3,1
2013,Covehead,905,1,2
2013,Covehead,906,NA,NA
2013,Covehead,907,1,1
2013,Covehead,908,NA,1
2013,Covehead,909,2,4
2013,Covehead,910,1,1
2013,Covehead,911,1,3
2013,Covehead,912,1,1
2013,Covehead,913,1,4
2013,Covehead,914,5,1
2013,Covehead,916,NA,1
2013,Covehead,917,2,2
2013,Covehead,918,2,3
2013,Covehead,919,1,NA
2013,Covehead,920,1,3
2013,Covehead,921,1,2
2013,Covehead,923,1,2
2013,Covehead,924,1,1
2013,Covehead,925,2,1
2013,Covehead,926,1,2
2013,Covehead,927,1,2
2013,Covehead,928,NA,1
2013,Covehead,929,NA,1
2013,Fortune,1006,2,2
2013,Fortune,1007,1,NA
2013,Fortune,1008,2,3
2013,Fortune,1009,2,NA
2013,Fortune,1010,1,1
2013,Fortune,1012,4,2
2013,Fortune,1013,2,1
2013,Fortune,1014,2,NA
2013,Fortune,1015,2,1
2013,Fortune,1017,2,2
2013,Fortune,1018,NA,NA
2013,Fortune,1019,1,1
2013,Fortune,1020,NA,3
2013,Fortune,1021,1,1
2013,Fortune,1022,4,1
2013,Fortune,1023,1,NA
2013,Fortune,1024,3,1
2013,Fortune,1025,4,2
2013,Fortune,1026,1,2
2013,Fortune,1027,1,NA
2013,Fortune,1028,3,1
2013,Fortune,1029,3,1
2013,Fortune,1030,2,NA
2013,Fortune,1031,6,3
2013,Fortune,1032,1,2
2013,Fortune,1033,3,2
2013,Fortune,1034,2,1
2013,Fortune,1035,2,1
2013,Nine Mile Creek,930,NA,NA
2013,Nine Mile Creek,931,NA,NA
2013,Nine Mile Creek,932,NA,NA
2013,Nine Mile Creek,933,NA,NA
2013,Nine Mile Creek,934,NA,NA
2013,Nine Mile Creek,935,NA,NA
2013,Nine Mile Creek,936,NA,NA
2013,Nine Mile Creek,937,NA,NA
2013,Nine Mile Creek,938,NA,NA
2013,Nine Mile Creek,939,NA,NA
2013,Nine Mile Creek,940,NA,NA
2013,Nine Mile Creek,941,NA,NA
2013,Nine Mile Creek,942,NA,NA
2013,Nine Mile Creek,943,NA,NA
2013,Nine Mile Creek,944,NA,NA
2013,Nine Mile Creek,945,NA,NA
2013,Nine Mile Creek,946,NA,NA
2013,Nine Mile Creek,947,NA,NA
2013,Nine Mile Creek,948,NA,NA
2013,Nine Mile Creek,949,NA,NA
2013,Nine Mile Creek,950,NA,NA
2013,Nine Mile Creek,951,NA,NA
2013,Nine Mile Creek,952,NA,NA
2013,Nine Mile Creek,953,NA,NA
2013,Nine Mile Creek,954,NA,NA
2013,Nine Mile Creek,955,NA,NA
2013,Nine Mile Creek,956,NA,NA
2013,Nine Mile Creek,957,NA,NA
2013,Nine Mile Creek,958,NA,NA
2013,Nine Mile Creek,959,NA,NA
2013,Skinner's Pond,960,4,3
2013,Skinner's Pond,961,4,1
2013,Skinner's Pond,963,5,1
2013,Skinner's Pond,964,NA,NA
2013,Skinner's Pond,965,5,1
2013,Skinner's Pond,966,3,2
2013,Skinner's Pond,967,7,NA
2013,Skinner's Pond,968,5,2
2013,Skinner's Pond,969,5,1
2013,Skinner's Pond,970,8,1
2013,Skinner's Pond,971,5,2
2013,Skinner's Pond,972,4,NA
2013,Skinner's Pond,973,5,2
2013,Skinner's Pond,974,4,2
2013,Skinner's Pond,975,7,1
2013,Skinner's Pond,976,5,3
2013,Skinner's Pond,977,8,1
2013,Skinner's Pond,979,5,1
2013,Skinner's Pond,980,6,1
2013,Skinner's Pond,981,6,2
2013,Skinner's Pond,982,6,1
2013,Skinner's Pond,983,4,2
2013,Skinner's Pond,984,8,1
2013,Skinner's Pond,985,NA,2
2013,Skinner's Pond,986,3,NA
2013,Skinner's Pond,987,5,2
2013,Skinner's Pond,989,5,2
2014,Alberton,1037,NA,1
2014,Alberton,1042,NA,2
2014,Alberton,1043,3,4
2014,Alberton,1044,NA,NA
2014,Alberton,1045,7,6
2014,Alberton,1050,1,3
2014,Alberton,1053,4,6
2014,Alberton,1054,2,6
2014,Alberton,1057,6,NA
2014,Alberton,1059,9,4
2014,Alberton,1061,3,2
2014,Alberton,1062,4,5
2014,Alberton,1063,4,5
2014,Alberton,1064,6,6
2014,Alberton,1065,7,2
2014,Covehead,987,4,3
2014,Covehead,988,1,2
2014,Covehead,990,3,2
2014,Covehead,991,3,4
2014,Covehead,992,1,4
2014,Covehead,993,2,1
2014,Covehead,994,2,4
2014,Covehead,995,2,4
2014,Covehead,999,NA,3
2014,Covehead,1000,NA,1
2014,Covehead,1067,3,3
2014,Covehead,1068,NA,3
2014,Covehead,1070,2,3
2014,Covehead,1071,2,2
2014,Covehead,1072,3,2
2014,Covehead,1073,NA,1
2014,Covehead,1074,1,3
2014,Covehead,1075,1,4
2014,Covehead,1076,2,2
2014,Covehead,1077,1,3
2014,Covehead,1078,1,3
2014,Covehead,1079,4,3
2014,Covehead,1080,3,1
2014,Egmont Bay,945,NA,2
2014,Egmont Bay,946,1,2
2014,Egmont Bay,947,NA,1
2014,Egmont Bay,948,NA,NA
2014,Egmont Bay,949,NA,NA
2014,Egmont Bay,950,NA,1
2014,Egmont Bay,951,NA,1
2014,Egmont Bay,952,NA,2
2014,Egmont Bay,953,NA,1
2014,Egmont Bay,954,1,1
2014,Egmont Bay,955,NA,1
2014,Egmont Bay,956,NA,1
2014,Egmont Bay,957,NA,1
2014,Egmont Bay,958,NA,NA
2014,Egmont Bay,959,NA,NA
2014,Egmont Bay,960,NA,1
2014,Egmont Bay,961,NA,NA
2014,Egmont Bay,962,1,1
2014,Egmont Bay,963,NA,1
2014,Egmont Bay,964,NA,1
2014,Egmont Bay,965,NA,1
2014,Egmont Bay,966,NA,1
2014,Egmont Bay,967,NA,1
2014,Egmont Bay,968,NA,2
2014,Egmont Bay,969,NA,1
2014,Egmont Bay,970,NA,2
2014,Egmont Bay,971,NA,NA
2014,Egmont Bay,972,NA,1
2014,Egmont Bay,973,NA,NA
2014,Egmont Bay,974,NA,1
2014,Fortune,1000,NA,2
2014,Fortune,1001,NA,3
2014,Fortune,1002,NA,4
2014,Fortune,1003,1,2
2014,Fortune,1004,NA,2
2014,Fortune,1005,NA,6
2014,Fortune,1006,1,4
2014,Fortune,1007,1,3
2014,Fortune,1008,NA,4
2014,Fortune,1009,1,2
2014,Fortune,1010,NA,2
2014,Fortune,1011,NA,2
2014,Fortune,1012,NA,4
2014,Fortune,1013,1,2
2014,Fortune,1014,NA,2
2014,Fortune,1015,NA,3
2014,Fortune,1016,2,1
2014,Fortune,1017,NA,4
2014,Fortune,1018,2,NA
2014,Fortune,1019,NA,2
2014,Fortune,1020,1,4
2014,Fortune,1021,1,4
2014,Fortune,1022,1,2
2014,Fortune,1023,NA,2
2014,Fortune,1024,2,3
2014,Fortune,1025,NA,2
2014,Fortune,1026,1,3
2014,Fortune,1027,2,3
2014,Fortune,1028,1,3
2014,Murray Harbour,956,NA,1
2014,Murray Harbour,957,1,1
2014,Murray Harbour,958,NA,2
2014,Murray Harbour,959,NA,2
2014,Murray Harbour,960,NA,2
2014,Murray Harbour,961,NA,2
2014,Murray Harbour,962,NA,1
2014,Murray Harbour,963,1,3
2014,Murray Harbour,964,NA,1
2014,Murray Harbour,965,NA,1
2014,Murray Harbour,966,NA,NA
2014,Murray Harbour,967,NA,2
2014,Murray Harbour,968,NA,NA
2014,Murray Harbour,970,NA,2
2014,Murray Harbour,971,NA,NA
2014,Murray Harbour,972,NA,NA
2014,Murray Harbour,973,NA,1
2014,Murray Harbour,974,1,2
2014,Murray Harbour,975,NA,1
2014,Murray Harbour,976,NA,1
2014,Murray Harbour,977,NA,NA
2014,Murray Harbour,978,1,1
2014,Murray Harbour,979,NA,2
2014,Murray Harbour,980,1,NA
2014,Murray Harbour,981,NA,NA
2014,Murray Harbour,982,NA,1
2014,Murray Harbour,983,NA,2
2014,Murray Harbour,984,NA,NA
2014,Murray Harbour,985,NA,2
2014,Nine Mile Creek,921,NA,NA
2014,Nine Mile Creek,922,NA,NA
2014,Nine Mile Creek,923,NA,NA
2014,Nine Mile Creek,924,NA,NA
2014,Nine Mile Creek,925,NA,NA
2014,Nine Mile Creek,931,NA,NA
2014,Nine Mile Creek,932,1,NA
2014,Nine Mile Creek,933,NA,NA
2014,Nine Mile Creek,934,NA,NA
2014,Nine Mile Creek,936,NA,NA
2014,Nine Mile Creek,937,NA,NA
2014,Nine Mile Creek,938,NA,NA
2014,Nine Mile Creek,939,NA,NA
2014,Nine Mile Creek,940,NA,NA
2014,Nine Mile Creek,941,NA,NA
2014,Nine Mile Creek,942,NA,NA
2014,Nine Mile Creek,943,NA,NA
2014,Nine Mile Creek,944,NA,NA
2014,Nine Mile Creek,945,NA,NA
2014,Nine Mile Creek,946,NA,NA
2014,Nine Mile Creek,947,NA,NA
2014,Nine Mile Creek,948,NA,NA
2014,Nine Mile Creek,949,NA,NA
2014,Nine Mile Creek,950,NA,NA
2014,Nine Mile Creek,951,NA,NA
2014,Nine Mile Creek,952,NA,NA
2014,Nine Mile Creek,953,NA,NA
2014,Nine Mile Creek,954,NA,NA
2014,Nine Mile Creek,955,NA,NA
2014,Nine Mile Creek,965,NA,NA
2014,Skinner's Pond,901,2,2
2014,Skinner's Pond,902,4,1
2014,Skinner's Pond,903,3,4
2014,Skinner's Pond,904,10,4
2014,Skinner's Pond,905,4,5
2014,Skinner's Pond,906,7,2
2014,Skinner's Pond,907,3,2
2014,Skinner's Pond,908,5,1
2014,Skinner's Pond,909,6,3
2014,Skinner's Pond,910,4,2
2014,Skinner's Pond,911,8,2
2014,Skinner's Pond,912,6,3
2014,Skinner's Pond,913,4,3
2014,Skinner's Pond,914,7,4
2014,Skinner's Pond,915,3,2
2014,Skinner's Pond,916,6,4
2014,Skinner's Pond,917,3,6
2014,Skinner's Pond,918,7,2
2014,Skinner's Pond,919,7,4
2014,Skinner's Pond,920,5,3
2014,Skinner's Pond,926,2,3
2014,Skinner's Pond,927,5,4
2014,Skinner's Pond,928,4,5
2014,Skinner's Pond,929,5,3
2014,Skinner's Pond,930,4,3
2014,Skinner's Pond,940,4,3
2014,Skinner's Pond,941,7,2
2014,Skinner's Pond,942,1,2
2014,Skinner's Pond,943,1,2
2014,Skinner's Pond,944,3,3
2015,Alberton,686,5,3
2015,Alberton,690,6,4
2015,Alberton,691,4,6
2015,Alberton,692,8,6
2015,Alberton,693,4,7
2015,Alberton,694,5,2
2015,Alberton,695,3,8
2015,Alberton,698,8,9
2015,Alberton,699,4,3
2015,Alberton,700,3,7
2015,Alberton,704,7,6
2015,Alberton,705,7,5
2015,Alberton,706,7,2
2015,Alberton,707,4,5
2015,Alberton,708,1,3
2015,Alberton,709,1,7
2015,Alberton,710,5,6
2015,Alberton,712,4,7
2015,Alberton,714,4,6
2015,Covehead,776,2,5
2015,Covehead,777,NA,5
2015,Covehead,778,NA,3
2015,Covehead,779,NA,4
2015,Covehead,780,1,1
2015,Covehead,781,1,3
2015,Covehead,783,1,5
2015,Covehead,784,2,3
2015,Covehead,785,NA,1
2015,Covehead,786,1,3
2015,Covehead,787,5,3
2015,Covehead,788,NA,4
2015,Covehead,789,1,2
2015,Covehead,790,NA,4
2015,Covehead,793,NA,3
2015,Covehead,794,2,3
2015,Covehead,795,NA,4
2015,Covehead,796,1,2
2015,Covehead,798,NA,3
2015,Covehead,799,3,3
2015,Covehead,800,2,3
2015,Covehead,802,NA,2
2015,Covehead,804,2,7
2015,Covehead,805,1,4
2015,Egmont Bay,806,NA,4
2015,Egmont Bay,807,NA,2
2015,Egmont Bay,808,NA,1
2015,Egmont Bay,809,NA,2
2015,Egmont Bay,810,NA,2
2015,Egmont Bay,811,NA,2
2015,Egmont Bay,812,NA,1
2015,Egmont Bay,813,NA,3
2015,Egmont Bay,814,NA,NA
2015,Egmont Bay,815,NA,NA
2015,Egmont Bay,816,NA,3
2015,Egmont Bay,817,NA,2
2015,Egmont Bay,818,NA,1
2015,Egmont Bay,819,NA,NA
2015,Egmont Bay,820,NA,3
2015,Egmont Bay,821,1,2
2015,Egmont Bay,822,NA,4
2015,Egmont Bay,823,NA,2
2015,Egmont Bay,824,NA,NA
2015,Egmont Bay,825,NA,2
2015,Egmont Bay,826,NA,2
2015,Egmont Bay,827,NA,2
2015,Egmont Bay,828,NA,3
2015,Egmont Bay,829,NA,3
2015,Egmont Bay,830,NA,3
2015,Egmont Bay,836,NA,1
2015,Egmont Bay,837,NA,2
2015,Egmont Bay,838,NA,2
2015,Egmont Bay,839,NA,2
2015,Egmont Bay,840,1,NA
2015,Fortune,621,NA,1
2015,Fortune,622,NA,1
2015,Fortune,623,NA,1
2015,Fortune,624,NA,2
2015,Fortune,625,NA,1
2015,Fortune,626,1,2
2015,Fortune,627,NA,3
2015,Fortune,628,NA,2
2015,Fortune,629,NA,2
2015,Fortune,630,NA,2
2015,Fortune,631,1,2
2015,Fortune,632,NA,1
2015,Fortune,633,NA,1
2015,Fortune,634,NA,2
2015,Fortune,635,1,2
2015,Fortune,636,NA,2
2015,Fortune,637,NA,2
2015,Fortune,638,NA,1
2015,Fortune,639,NA,3
2015,Fortune,640,NA,2
2015,Fortune,641,NA,2
2015,Fortune,642,NA,2
2015,Fortune,643,NA,2
2015,Fortune,644,NA,2
2015,Fortune,645,NA,2
2015,Fortune,646,1,3
2015,Fortune,647,NA,2
2015,Fortune,648,NA,1
2015,Fortune,649,NA,3
2015,Fortune,650,NA,1
2015,Murray Harbour,656,NA,NA
2015,Murray Harbour,657,NA,NA
2015,Murray Harbour,658,NA,NA
2015,Murray Harbour,660,NA,1
2015,Murray Harbour,661,NA,1
2015,Murray Harbour,662,NA,NA
2015,Murray Harbour,663,NA,NA
2015,Murray Harbour,664,NA,NA
2015,Murray Harbour,665,NA,1
2015,Murray Harbour,666,NA,NA
2015,Murray Harbour,667,NA,1
2015,Murray Harbour,668,NA,NA
2015,Murray Harbour,670,NA,NA
2015,Murray Harbour,671,NA,NA
2015,Murray Harbour,672,NA,1
2015,Murray Harbour,673,NA,NA
2015,Murray Harbour,674,NA,2
2015,Murray Harbour,675,NA,1
2015,Murray Harbour,676,NA,2
2015,Murray Harbour,677,NA,1
2015,Murray Harbour,678,NA,NA
2015,Murray Harbour,679,NA,1
2015,Murray Harbour,680,NA,2
2015,Murray Harbour,682,NA,1
2015,Murray Harbour,683,NA,NA
2015,Murray Harbour,685,NA,NA
2015,Nine Mile Creek,746,NA,NA
2015,Nine Mile Creek,747,NA,NA
2015,Nine Mile Creek,748,NA,NA
2015,Nine Mile Creek,749,NA,NA
2015,Nine Mile Creek,750,NA,NA
2015,Nine Mile Creek,751,NA,NA
2015,Nine Mile Creek,752,NA,NA
2015,Nine Mile Creek,754,NA,NA
2015,Nine Mile Creek,755,NA,NA
2015,Nine Mile Creek,756,NA,NA
2015,Nine Mile Creek,757,NA,NA
2015,Nine Mile Creek,758,NA,NA
2015,Nine Mile Creek,759,NA,NA
2015,Nine Mile Creek,760,NA,NA
2015,Nine Mile Creek,761,NA,NA
2015,Nine Mile Creek,762,NA,NA
2015,Nine Mile Creek,763,NA,NA
2015,Nine Mile Creek,764,NA,NA
2015,Nine Mile Creek,765,NA,NA
2015,Nine Mile Creek,766,NA,NA
2015,Nine Mile Creek,768,NA,NA
2015,Nine Mile Creek,769,NA,NA
2015,Nine Mile Creek,770,NA,NA
2015,Nine Mile Creek,771,NA,NA
2015,Nine Mile Creek,772,NA,NA
2015,Nine Mile Creek,773,NA,NA
2015,Nine Mile Creek,774,NA,NA
2015,Nine Mile Creek,775,NA,NA
2015,Skinner's Pond,716,3,4
2015,Skinner's Pond,717,3,6
2015,Skinner's Pond,718,1,2
2015,Skinner's Pond,719,NA,5
2015,Skinner's Pond,720,2,6
2015,Skinner's Pond,721,NA,2
2015,Skinner's Pond,722,1,2
2015,Skinner's Pond,723,NA,3
2015,Skinner's Pond,724,2,4
2015,Skinner's Pond,725,2,4
2015,Skinner's Pond,726,2,4
2015,Skinner's Pond,727,NA,3
2015,Skinner's Pond,728,1,4
2015,Skinner's Pond,729,3,6
2015,Skinner's Pond,730,NA,5
2015,Skinner's Pond,731,2,3
2015,Skinner's Pond,732,1,NA
2015,Skinner's Pond,733,4,6
2015,Skinner's Pond,734,NA,5
2015,Skinner's Pond,735,2,5
2015,Skinner's Pond,736,NA,1
2015,Skinner's Pond,737,2,4
2015,Skinner's Pond,738,2,5
2015,Skinner's Pond,739,2,3
2015,Skinner's Pond,740,4,3
2015,Skinner's Pond,741,4,6
2015,Skinner's Pond,742,NA,4
2015,Skinner's Pond,743,1,5
2015,Skinner's Pond,744,2,5
2015,Skinner's Pond,745,1,5
2016,Alberton,701,5,5
2016,Alberton,702,1,7
2016,Alberton,703,2,5
2016,Alberton,705,2,2
2016,Alberton,707,3,5
2016,Alberton,712,2,4
2016,Alberton,713,3,7
2016,Alberton,714,NA,NA
2016,Alberton,719,NA,NA
2016,Alberton,730,1,1
2016,Covehead,731,1,2
2016,Covehead,732,NA,1
2016,Covehead,735,NA,1
2016,Covehead,738,NA,3
2016,Covehead,739,2,1
2016,Covehead,740,1,3
2016,Covehead,741,1,2
2016,Covehead,742,1,1
2016,Covehead,743,NA,2
2016,Covehead,744,NA,3
2016,Covehead,745,NA,2
2016,Covehead,746,1,4
2016,Covehead,749,2,1
2016,Covehead,751,1,3
2016,Covehead,752,NA,1
2016,Covehead,756,1,NA
2016,Covehead,758,NA,3
2016,Egmont Bay,636,NA,1
2016,Egmont Bay,637,NA,1
2016,Egmont Bay,638,NA,1
2016,Egmont Bay,639,NA,2
2016,Egmont Bay,640,NA,2
2016,Egmont Bay,641,NA,NA
2016,Egmont Bay,642,NA,2
2016,Egmont Bay,643,NA,2
2016,Egmont Bay,644,NA,2
2016,Egmont Bay,645,NA,2
2016,Egmont Bay,646,NA,NA
2016,Egmont Bay,647,NA,2
2016,Egmont Bay,648,NA,1
2016,Egmont Bay,649,NA,3
2016,Egmont Bay,650,NA,1
2016,Egmont Bay,651,NA,2
2016,Egmont Bay,652,NA,1
2016,Egmont Bay,653,NA,1
2016,Egmont Bay,654,NA,2
2016,Egmont Bay,655,NA,1
2016,Egmont Bay,656,NA,NA
2016,Egmont Bay,657,NA,NA
2016,Egmont Bay,658,NA,NA
2016,Egmont Bay,659,NA,NA
2016,Egmont Bay,660,NA,NA
2016,Egmont Bay,661,NA,1
2016,Egmont Bay,662,NA,1
2016,Egmont Bay,663,NA,1
2016,Egmont Bay,664,NA,1
2016,Egmont Bay,665,NA,NA
2016,Fortune,601,NA,1
2016,Fortune,602,NA,2
2016,Fortune,603,NA,1
2016,Fortune,604,1,1
2016,Fortune,605,NA,2
2016,Fortune,606,NA,2
2016,Fortune,607,1,2
2016,Fortune,608,NA,2
2016,Fortune,609,NA,1
2016,Fortune,610,NA,1
2016,Fortune,611,NA,1
2016,Fortune,612,NA,1
2016,Fortune,613,NA,2
2016,Fortune,614,1,NA
2016,Fortune,615,1,1
2016,Fortune,616,NA,NA
2016,Fortune,617,NA,2
2016,Fortune,618,1,2
2016,Fortune,619,NA,3
2016,Fortune,620,NA,1
2016,Fortune,621,NA,1
2016,Fortune,622,NA,1
2016,Fortune,623,NA,1
2016,Fortune,624,NA,NA
2016,Fortune,625,1,1
2016,Fortune,626,NA,3
2016,Fortune,627,NA,1
2016,Fortune,628,NA,1
2016,Fortune,629,NA,2
2016,Fortune,630,NA,2
2016,Murray Harbour,666,NA,1
2016,Murray Harbour,667,NA,1
2016,Murray Harbour,668,NA,NA
2016,Murray Harbour,669,NA,1
2016,Murray Harbour,670,NA,NA
2016,Murray Harbour,671,NA,NA
2016,Murray Harbour,672,NA,1
2016,Murray Harbour,673,NA,NA
2016,Murray Harbour,674,NA,1
2016,Murray Harbour,675,NA,NA
2016,Murray Harbour,676,NA,1
2016,Murray Harbour,677,NA,2
2016,Murray Harbour,678,NA,1
2016,Murray Harbour,680,NA,2
2016,Murray Harbour,681,NA,NA
2016,Murray Harbour,682,NA,NA
2016,Murray Harbour,683,NA,1
2016,Murray Harbour,684,NA,1
2016,Murray Harbour,685,NA,1
2016,Murray Harbour,686,NA,3
2016,Murray Harbour,687,NA,NA
2016,Murray Harbour,688,NA,2
2016,Murray Harbour,689,NA,1
2016,Murray Harbour,690,NA,1
2016,Murray Harbour,836,NA,1
2016,Murray Harbour,837,NA,1
2016,Murray Harbour,838,NA,1
2016,Murray Harbour,839,NA,NA
2016,Murray Harbour,840,NA,NA
2016,Nine Mile Creek,871,NA,NA
