Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories
Waypoint	1895	14-JUL-10 11:45:12AM	User Waypoint	N46 56.544 W64 11.218	5 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					
Waypoint	1896	14-JUL-10 11:58:45AM	User Waypoint	N46 56.474 W64 11.253	3 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					
Waypoint	1897	14-JUL-10 11:57:55AM	User Waypoint	N46 56.472 W64 11.231	5 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					
Waypoint	1898	14-JUL-10 11:57:26AM	User Waypoint	N46 56.478 W64 11.220	4 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					
Waypoint	1899	14-JUL-10 11:56:57AM	User Waypoint	N46 56.482 W64 11.213	3 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					
Waypoint	1900	14-JUL-10 11:56:17AM	User Waypoint	N46 56.488 W64 11.206	4 m				Symbol & Name	Unknown	City (Small)		Skinners Pond					


Header	Name	Length	Course	Waypoints	Link

Route	1706 to 1780	88 m	305° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1706	0 m
Route Waypoint	1777	29 m	29 m	326° true
Route Waypoint	1778	53 m	24 m	311° true
Route Waypoint	1779	65 m	12 m	248° true
Route Waypoint	1780	88 m	23 m	299° true

Route	1717 to 1721	70 m	268° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1717	0 m
Route Waypoint	1718	14 m	14 m	276° true
Route Waypoint	1719	24 m	10 m	227° true
Route Waypoint	1720	65 m	41 m	271° true
Route Waypoint	1721	70 m	5 m	60° true

Route	1722 to 1726	74 m	288° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1722	0 m
Route Waypoint	1723	15 m	15 m	275° true
Route Waypoint	1724	22 m	8 m	253° true
Route Waypoint	1725	42 m	20 m	326° true
Route Waypoint	1726	74 m	32 m	279° true

Route	1727 to 1731	103 m	298° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1727	0 m
Route Waypoint	1728	26 m	26 m	307° true
Route Waypoint	1729	52 m	26 m	287° true
Route Waypoint	1730	69 m	17 m	290° true
Route Waypoint	1731	103 m	34 m	302° true

Route	1732 to 1736	95 m	292° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1732	0 m
Route Waypoint	1733	26 m	26 m	303° true
Route Waypoint	1734	52 m	26 m	296° true
Route Waypoint	1735	75 m	23 m	289° true
Route Waypoint	1736	95 m	20 m	276° true

Route	1737 to 1741	104 m	309° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1737	0 m
Route Waypoint	1738	10 m	10 m	275° true
Route Waypoint	1739	27 m	16 m	302° true
Route Waypoint	1740	73 m	47 m	306° true
Route Waypoint	1741	104 m	31 m	326° true

Route	1742 to 1746	71 m	301° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1742	0 m
Route Waypoint	1743	25 m	25 m	293° true
Route Waypoint	1744	37 m	13 m	311° true
Route Waypoint	1745	45 m	8 m	305° true
Route Waypoint	1746	71 m	26 m	301° true

Route	1747 to 1751	151 m	0° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1747	0 m
Route Waypoint	1748	19 m	19 m	122° true
Route Waypoint	1749	35 m	15 m	295° true
Route Waypoint	1750	52 m	17 m	170° true
Route Waypoint	1751	151 m	99 m	357° true

Route	1756 to 1752	99 m	173° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1756	0 m
Route Waypoint	1755	26 m	26 m	164° true
Route Waypoint	1754	48 m	23 m	164° true
Route Waypoint	1753	66 m	18 m	179° true
Route Waypoint	1752	99 m	33 m	182° true

Route	1761 to 1757	104 m	195° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1761	0 m
Route Waypoint	1760	36 m	36 m	178° true
Route Waypoint	1759	52 m	17 m	272° true
Route Waypoint	1758	79 m	26 m	183° true
Route Waypoint	1757	104 m	25 m	193° true

Route	1766 to 1762	89 m	188° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1766	0 m
Route Waypoint	1765	22 m	22 m	210° true
Route Waypoint	1764	35 m	13 m	160° true
Route Waypoint	1763	46 m	11 m	176° true
Route Waypoint	1762	89 m	43 m	187° true

Route	1771 to 1767	66 m	196° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1771	0 m
Route Waypoint	1770	16 m	16 m	264° true
Route Waypoint	1769	35 m	19 m	198° true
Route Waypoint	1768	59 m	25 m	172° true
Route Waypoint	1767	66 m	6 m	144° true

Route	1775 to 1776	77 m	183° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1775	0 m
Route Waypoint	1774	25 m	25 m	185° true
Route Waypoint	1773	37 m	12 m	221° true
Route Waypoint	1772	57 m	20 m	179° true
Route Waypoint	1776	77 m	20 m	161° true

Route	1785 to 1781	64 m	147° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1785	0 m
Route Waypoint	1784	20 m	20 m	146° true
Route Waypoint	1783	32 m	13 m	112° true
Route Waypoint	1782	42 m	9 m	148° true
Route Waypoint	1781	64 m	22 m	167° true

Route	1786 to 1790	57 m	316° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1786	0 m
Route Waypoint	1787	23 m	23 m	311° true
Route Waypoint	1788	31 m	8 m	346° true
Route Waypoint	1789	42 m	11 m	323° true
Route Waypoint	1790	57 m	15 m	302° true

Route	1791 to 1795	83 m	319° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1791	0 m
Route Waypoint	1792	18 m	18 m	351° true
Route Waypoint	1793	40 m	23 m	318° true
Route Waypoint	1794	57 m	16 m	299° true
Route Waypoint	1795	83 m	26 m	311° true

Route	1796 to 1800	39 m	289° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1796	0 m
Route Waypoint	1797	4 m	4 m	320° true
Route Waypoint	1798	16 m	12 m	279° true
Route Waypoint	1799	21 m	5 m	253° true
Route Waypoint	1800	39 m	18 m	300° true

Route	1801 to 1805	99 m	315° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1801	0 m
Route Waypoint	1802	22 m	22 m	315° true
Route Waypoint	1803	35 m	13 m	343° true
Route Waypoint	1804	66 m	30 m	258° true
Route Waypoint	1805	99 m	33 m	350° true

Route	1810 to 1806	80 m	197° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1810	0 m
Route Waypoint	1809	23 m	23 m	196° true
Route Waypoint	1808	44 m	21 m	196° true
Route Waypoint	1807	62 m	18 m	199° true
Route Waypoint	1806	80 m	18 m	198° true

Route	1811 to 1815	89 m	313° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1811	0 m
Route Waypoint	1812	21 m	21 m	258° true
Route Waypoint	1813	45 m	24 m	345° true
Route Waypoint	1814	70 m	25 m	328° true
Route Waypoint	1815	89 m	19 m	304° true

Route	1816 to 1820	75 m	306° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1816	0 m
Route Waypoint	1817	33 m	33 m	291° true
Route Waypoint	1818	41 m	7 m	286° true
Route Waypoint	1819	61 m	21 m	328° true
Route Waypoint	1820	75 m	14 m	319° true

Route	1821 to 1825	87 m	340° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1821	0 m
Route Waypoint	1822	30 m	30 m	325° true
Route Waypoint	1823	58 m	28 m	355° true
Route Waypoint	1824	77 m	19 m	348° true
Route Waypoint	1825	87 m	10 m	328° true

Route	1826 to 1830	56 m	327° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1826	0 m
Route Waypoint	1827	10 m	10 m	351° true
Route Waypoint	1828	24 m	14 m	308° true
Route Waypoint	1829	39 m	16 m	336° true
Route Waypoint	1830	56 m	17 m	321° true

Route	1831 to 1835	91 m	309° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1831	0 m
Route Waypoint	1832	45 m	45 m	339° true
Route Waypoint	1833	63 m	18 m	318° true
Route Waypoint	1834	83 m	20 m	233° true
Route Waypoint	1835	91 m	8 m	267° true

Route	1836 to 1840	101 m	314° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1836	0 m
Route Waypoint	1837	16 m	16 m	316° true
Route Waypoint	1838	26 m	10 m	9° true
Route Waypoint	1839	57 m	31 m	284° true
Route Waypoint	1840	101 m	44 m	323° true

Route	1845 to 1841	67 m	113° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1845	0 m
Route Waypoint	1844	26 m	26 m	107° true
Route Waypoint	1843	34 m	7 m	123° true
Route Waypoint	1842	49 m	15 m	158° true
Route Waypoint	1841	67 m	18 m	84° true

Route	1850 to 1846	122 m	149° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1850	0 m
Route Waypoint	1849	23 m	23 m	226° true
Route Waypoint	1848	48 m	25 m	120° true
Route Waypoint	1847	84 m	36 m	47° true
Route Waypoint	1846	122 m	38 m	192° true

Route	1855 to 1851	94 m	123° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1855	0 m
Route Waypoint	1854	30 m	30 m	149° true
Route Waypoint	1853	52 m	22 m	129° true
Route Waypoint	1852	84 m	32 m	80° true
Route Waypoint	1851	94 m	10 m	162° true

Route	1860 to 1856	85 m	119° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1860	0 m
Route Waypoint	1859	18 m	18 m	115° true
Route Waypoint	1858	36 m	19 m	103° true
Route Waypoint	1857	65 m	29 m	111° true
Route Waypoint	1856	85 m	20 m	151° true

Route	1861 to 1865	97 m	301° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1861	0 m
Route Waypoint	1862	18 m	18 m	2° true
Route Waypoint	1863	53 m	35 m	273° true
Route Waypoint	1864	79 m	26 m	312° true
Route Waypoint	1865	97 m	18 m	289° true

Route	1870 to 1866	116 m	121° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1870	0 m
Route Waypoint	1869	31 m	31 m	95° true
Route Waypoint	1868	54 m	24 m	146° true
Route Waypoint	1867	77 m	23 m	95° true
Route Waypoint	1866	116 m	39 m	140° true

Route	1876 to 1871	87 m	228° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1876	0 m
Route Waypoint	1875	11 m	11 m	237° true
Route Waypoint	1873	27 m	16 m	240° true
Route Waypoint	1872	49 m	22 m	243° true
Route Waypoint	1871	87 m	38 m	212° true

Route	1880 to 1874	76 m	226° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1880	0 m
Route Waypoint	1879	12 m	12 m	224° true
Route Waypoint	1878	29 m	17 m	224° true
Route Waypoint	1877	38 m	9 m	229° true
Route Waypoint	1874	76 m	38 m	226° true

Route	1885 to 1881	77 m	236° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1885	0 m
Route Waypoint	1884	21 m	21 m	230° true
Route Waypoint	1883	39 m	18 m	234° true
Route Waypoint	1882	60 m	21 m	251° true
Route Waypoint	1881	77 m	17 m	226° true

Route	1890 to 1886	63 m	226° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1890	0 m
Route Waypoint	1889	19 m	19 m	236° true
Route Waypoint	1888	46 m	26 m	219° true
Route Waypoint	1887	55 m	9 m	216° true
Route Waypoint	1886	63 m	9 m	233° true

Route	1895 to 1891	75 m	219° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1895	0 m
Route Waypoint	1894	21 m	21 m	229° true
Route Waypoint	1893	44 m	23 m	222° true
Route Waypoint	1892	64 m	20 m	212° true
Route Waypoint	1891	75 m	11 m	206° true

Route	1900 to 1896	72 m	247° true	5 waypoints	

Header	Waypoint Name	Distance	Leg Length	Course

Route Waypoint	1900	0 m
Route Waypoint	1899	15 m	15 m	217° true
Route Waypoint	1898	26 m	11 m	231° true
Route Waypoint	1897	43 m	17 m	232° true
Route Waypoint	1896	72 m	29 m	278° true

