Recorder,Serial numb,Site (text),Site Depth(m),Surface-Bottom,Log Depth(m),Latitude,Longitude,Year,Month,Day,Date,Time,Temperature
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,12:00:00,16.2
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,14:00:00,16.32
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,16:00:00,16.44
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,18:00:00,16.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,20:00:00,16.32
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,3,2014-08-03,22:00:00,16.32
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,0:00:00,16.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,2:00:00,16.91
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,4:00:00,17.31
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,6:00:00,16.87
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,8:00:00,16.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,10:00:00,15.99
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,12:00:00,15.78
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,14:00:00,15.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,16:00:00,16.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,18:00:00,16.86
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,20:00:00,17.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,4,2014-08-04,22:00:00,17.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,0:00:00,16.52
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,2:00:00,16.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,4:00:00,17.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,6:00:00,16.48
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,8:00:00,15.69
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,10:00:00,15.48
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,12:00:00,15.28
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,14:00:00,15.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,16:00:00,16.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,18:00:00,17.63
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,20:00:00,17.67
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,5,2014-08-05,22:00:00,16.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,0:00:00,16.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,2:00:00,16.31
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,4:00:00,16.45
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,6:00:00,15.56
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,8:00:00,14.96
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,10:00:00,15.59
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,12:00:00,15.04
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,14:00:00,14.97
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,16:00:00,15.13
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,18:00:00,15.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,20:00:00,15.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,6,2014-08-06,22:00:00,15.54
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,0:00:00,15.31
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,2:00:00,15.59
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,4:00:00,15.81
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,6:00:00,16.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,8:00:00,16.57
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,10:00:00,15.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,12:00:00,15.73
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,14:00:00,15.91
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,16:00:00,16.04
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,18:00:00,15.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,20:00:00,15.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,7,2014-08-07,22:00:00,15.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,0:00:00,15.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,2:00:00,15.05
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,4:00:00,14.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,6:00:00,14.68
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,8:00:00,13.75
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,10:00:00,13.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,12:00:00,13.74
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,14:00:00,13.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,16:00:00,13.61
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,18:00:00,13.84
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,20:00:00,13.95
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,8,2014-08-08,22:00:00,14.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,0:00:00,14.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,2:00:00,13.92
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,4:00:00,13.58
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,6:00:00,13.63
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,8:00:00,13.79
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,10:00:00,13.79
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,12:00:00,13.86
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,14:00:00,13.94
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,16:00:00,13.83
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,18:00:00,14.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,20:00:00,13.84
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,9,2014-08-09,22:00:00,15.44
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,0:00:00,16.25
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,2:00:00,15.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,4:00:00,15.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,6:00:00,15.31
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,8:00:00,15.74
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,10:00:00,13.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,12:00:00,13.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,14:00:00,13.24
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,16:00:00,13.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,18:00:00,13.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,20:00:00,13.2
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,10,2014-08-10,22:00:00,15.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,0:00:00,16.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,2:00:00,16.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,4:00:00,16.27
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,6:00:00,15.28
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,8:00:00,15.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,10:00:00,15.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,12:00:00,14.07
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,14:00:00,13.8
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,16:00:00,14.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,18:00:00,14.97
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,20:00:00,15.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,11,2014-08-11,22:00:00,15.56
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,0:00:00,16.93
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,2:00:00,16.79
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,4:00:00,16.82
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,6:00:00,16.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,8:00:00,16.58
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,10:00:00,16.65
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,12:00:00,15.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,14:00:00,15.55
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,16:00:00,15.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,18:00:00,16.67
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,20:00:00,16.47
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,12,2014-08-12,22:00:00,15.82
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,0:00:00,15.66
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,2:00:00,16.95
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,4:00:00,17.12
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,6:00:00,16.72
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,8:00:00,17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,10:00:00,17.52
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,12:00:00,17.55
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,14:00:00,16.86
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,16:00:00,16.74
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,18:00:00,17.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,20:00:00,18.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,13,2014-08-13,22:00:00,18.36
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,0:00:00,19.03
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,2:00:00,18.04
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,4:00:00,18.57
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,6:00:00,18.61
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,8:00:00,18.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,10:00:00,18.52
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,12:00:00,18.64
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,14:00:00,18.8
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,16:00:00,19.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,18:00:00,19.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,20:00:00,19.1
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,14,2014-08-14,22:00:00,19.1
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,0:00:00,19.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,2:00:00,19.75
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,4:00:00,19.67
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,6:00:00,19.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,8:00:00,19.6
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,10:00:00,19.54
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,12:00:00,19.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,14:00:00,19.47
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,16:00:00,19.36
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,18:00:00,19.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,20:00:00,19.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,15,2014-08-15,22:00:00,19.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,0:00:00,19.45
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,2:00:00,19.27
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,4:00:00,19.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,6:00:00,19.18
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,8:00:00,19.2
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,10:00:00,19.32
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,12:00:00,19.35
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,14:00:00,19.38
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,16:00:00,19.28
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,18:00:00,19.28
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,20:00:00,19.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,16,2014-08-16,22:00:00,19.53
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,0:00:00,19.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,2:00:00,19.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,4:00:00,19.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,6:00:00,19.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,8:00:00,19.25
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,10:00:00,19.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,12:00:00,19.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,14:00:00,19.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,16:00:00,19.47
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,18:00:00,19.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,20:00:00,19.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,17,2014-08-17,22:00:00,19.49
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,0:00:00,19.49
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,2:00:00,19.47
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,4:00:00,19.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,6:00:00,19.4
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,8:00:00,19.38
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,10:00:00,19.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,12:00:00,19.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,14:00:00,19.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,16:00:00,19.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,18:00:00,19.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,20:00:00,19.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,18,2014-08-18,22:00:00,19.38
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,0:00:00,19.24
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,2:00:00,19.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,4:00:00,19.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,6:00:00,19.13
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,8:00:00,19.08
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,10:00:00,19.05
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,12:00:00,19.1
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,14:00:00,19.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,16:00:00,19.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,18:00:00,19.07
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,20:00:00,18.95
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,19,2014-08-19,22:00:00,18.67
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,0:00:00,18.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,2:00:00,17.65
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,4:00:00,17.7
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,6:00:00,17.66
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,8:00:00,17.68
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,10:00:00,17.57
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,12:00:00,17.29
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,14:00:00,16.99
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,16:00:00,17.2
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,18:00:00,17.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,20:00:00,17.44
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,20,2014-08-20,22:00:00,17.52
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,0:00:00,17.02
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,2:00:00,16.78
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,4:00:00,16.85
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,6:00:00,16.81
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,8:00:00,16.83
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,10:00:00,16.72
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,12:00:00,16.29
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,14:00:00,16.29
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,16:00:00,16.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,18:00:00,16.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,20:00:00,16.65
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,21,2014-08-21,22:00:00,16.69
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,0:00:00,16.81
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,2:00:00,16.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,4:00:00,16.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,6:00:00,16.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,8:00:00,16.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,10:00:00,16.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,12:00:00,16.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,14:00:00,16.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,16:00:00,16.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,18:00:00,16.32
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,20:00:00,16.34
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,22,2014-08-22,22:00:00,16.38
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,23,2014-08-23,0:00:00,16.57
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,8,23,2014-08-23,2:00:00,17.36
