Study area,Site,Date deployed,Date retrieved,Collector Number,Collector Size (m2),Condition on retrieval,Species,"Size CL, CW or TL",Sex,Claws,Notes
Central Northumberland,Nine Mile Creek,,,1411,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1412,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1413,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1414,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1415,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1416,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1417,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1418,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1419,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1420,0.56,OK,,,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,25.4,F,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,25.6,M,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,33.6,M,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,17.2,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,9.4,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,6.9,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,8.2,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,19.1,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1201,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,30,M,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,22.2,M,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,9.1,,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,9,,,
Northwest PEI,Skinner's Pond,,,1203,0.56,OK,Homarus americanus,12.7,,,
Northwest PEI,Skinner's Pond,,,1204,0.56,Lost,,,,,not recovered
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,18,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,16.6,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,22.8,M,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,26,F,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,34.9,F,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,43.2,M,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,16.5,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,9.7,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,8.8,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,9.2,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1205,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,19.6,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,34.2,M,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,23.8,M,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,35.1,M,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,26.5,M,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,26.2,M,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,18.1,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,10.6,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,16.7,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,7.7,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,6.8,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,11.2,,,
Northwest PEI,Skinner's Pond,,,1206,0.56,OK,Homarus americanus,8.4,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,30.8,F,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,27,F,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,29.4,M,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,23.7,M,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,22.7,F,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,17.8,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,29.9,M,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,21.1,M,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,9.1,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,6.9,,,
Northwest PEI,Skinner's Pond,,,1207,0.56,OK,Homarus americanus,9.6,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,24.1,M,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,23.7,F,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,9.4,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,10.4,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,10.3,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,10.9,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,9.1,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,22.2,M,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,41.1,M,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,14.1,,,
Northwest PEI,Skinner's Pond,,,1208,0.56,OK,Homarus americanus,17.5,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,32,M,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,22.9,M,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,24.6,M,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,20.1,F,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,16.3,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,10.2,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,14,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,16.6,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,9.2,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,7.4,,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,38.8,M,,
Northwest PEI,Skinner's Pond,,,1209,0.56,OK,Homarus americanus,14.3,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,38.9,M,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,32.7,M,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,27.8,F,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,24.2,M,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,11.1,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,10,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,8.9,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,9.6,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,7.7,,,
Northwest PEI,Skinner's Pond,,,1210,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,19.8,M,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,34.8,M,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,21.9,F,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,22.7,M,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,23.1,M,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,22.8,F,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,14.5,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,9.9,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,15.8,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,7.8,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,11.3,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1211,0.56,OK,Homarus americanus,7.7,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,23.2,M,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,16.7,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,22,M,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,27.6,F,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,14.1,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,8.9,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,7.1,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,11.4,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,8.8,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,9.9,,,
Northwest PEI,Skinner's Pond,,,1212,0.56,OK,Homarus americanus,7.6,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,32.8,F,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,27.4,F,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,23.6,F,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,32.6,M,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,38,M,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,21.4,M,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,26,M,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,17.3,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,10.9,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,8.8,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,7.5,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,9.6,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,15,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,9.8,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,7.8,,,
Northwest PEI,Skinner's Pond,,,1213,0.56,OK,Homarus americanus,8.8,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,10.2,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,9.4,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,17.3,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,28.9,M,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,32.8,M,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,19.8,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,20.6,M,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,20.2,M,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,36.2,M,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,7.6,,,
Northwest PEI,Skinner's Pond,,,1214,0.56,OK,Homarus americanus,7,,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,21.5,M,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,14.9,,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,14.2,,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,23.6,M,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,9,,,
Northwest PEI,Skinner's Pond,,,1215,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,41.1,F,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,30.4,F,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,45.3,M,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,21.9,M,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,17.4,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,11.3,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,13.7,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,30.8,F,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,17.1,,,
Northwest PEI,Skinner's Pond,,,1216,0.56,OK,Homarus americanus,8.9,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,10,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,15.5,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,14,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,8.4,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,9.4,,,
Northwest PEI,Skinner's Pond,,,1217,0.56,OK,Homarus americanus,7.1,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,32.3,M,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,36.6,M,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,18.5,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,22.9,F,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,20,F,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,16.1,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,9.6,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,8,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,7.6,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,8.8,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1218,0.56,OK,Homarus americanus,8.2,,,
Northwest PEI,Skinner's Pond,,,1219,0.56,OK,,,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,27,M,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,25.2,F,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,21.6,F,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,11.5,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,14.9,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,14.5,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,8.4,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,7.2,,,
Northwest PEI,Skinner's Pond,,,1220,0.56,OK,Homarus americanus,14.1,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,25.2,M,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,30.2,M,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,20.7,F,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,18.9,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,8.6,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,11.8,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,10.1,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,10,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,11.3,,,
Northwest PEI,Skinner's Pond,,,1221,0.56,OK,Homarus americanus,7.3,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,17.4,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,24.9,M,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,15.1,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,17.1,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,11.9,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,24.9,M,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,20.3,F,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,9.2,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,9.5,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1222,0.56,OK,Homarus americanus,9.6,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,27.7,F,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,22.4,F,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,15.7,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,20.5,F,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,12.7,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,10.4,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,7.1,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,6.9,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,16.3,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,17.2,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,8.7,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,8.1,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,9.1,,,
Northwest PEI,Skinner's Pond,,,1223,0.56,OK,Homarus americanus,7.5,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,28.6,F,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,30.3,M,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,26,F,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,22.5,M,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,42.7,M,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,15.7,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,9.4,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,9.8,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,7.1,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,15.7,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,8,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,9.3,,,
Northwest PEI,Skinner's Pond,,,1224,0.56,OK,Homarus americanus,10.9,,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,21.5,F,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,30.4,F,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,25.4,M,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,16.5,,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,13.4,,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,18.2,,,
Northwest PEI,Skinner's Pond,,,1225,0.56,OK,Homarus americanus,10.7,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,24.6,F,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,37.4,M,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,35.6,F,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,22,F,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,16.2,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,10.1,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,10.1,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,15.7,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,7.4,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,8.3,,,
Northwest PEI,Skinner's Pond,,,1226,0.56,OK,Homarus americanus,9.1,,,
Northwest PEI,Skinner's Pond,,,1227,0.56,OK,Homarus americanus,28.1,M,,
Northwest PEI,Skinner's Pond,,,1227,0.56,OK,Homarus americanus,21.4,F,,
Northwest PEI,Skinner's Pond,,,1227,0.56,OK,Homarus americanus,14.8,,,
Northwest PEI,Skinner's Pond,,,1227,0.56,OK,Homarus americanus,8,,,
Northwest PEI,Skinner's Pond,,,1227,0.56,OK,Homarus americanus,6.7,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,44.5,F,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,34.7,F,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,17.6,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,22.8,M,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,17.8,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,8.2,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,6.4,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,14,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1228,0.56,OK,Homarus americanus,7.4,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,24,F,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,33.1,M,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,19.9,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,14.6,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,16.5,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,14.4,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,8,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,8.5,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,13.4,,,
Northwest PEI,Skinner's Pond,,,1229,0.56,OK,Homarus americanus,7.9,,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,18.7,,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,12.3,,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,23.2,F,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,31,M,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,17.1,,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,14.4,,,
Northwest PEI,Skinner's Pond,,,1230,0.56,OK,Homarus americanus,7.2,,,
